station_code,station_name,state,zone
RNJD,Ranjangaon Road,MH,CR
RNKA,Runkuta,UP,NCR
RNL,Ranala,MH,WR
RNN,Rajanukunte,KA,SWR
RNO,Ranoli,GJ,WR
RNPR,Rupnarayanpur,WB,ER
RNQ,Renukut,UP,ECR
RNR,Ranibennur,KA,SWR
RNRD,Ranipur Road,UP,NCR
RNT,Ranthambhore,RJ,WCR
RNTE,Ramanand Tewary,BR,ECR
RNTL,Ranital,OR,SER
RNV,Raniwara,RJ,NWR
RNW,Renwal,RJ,NWR
RNX,Ranipatra,BR,NFR
RNY,Rangiya Junction,AS,NFR
ROA,Rusera Ghat,BR,ECR
ROB,Robertson,CG,SECR
ROHA,Roha,MH,CR
ROHN,Rohed Nagar Halt,HR,NR
ROI,Reoti,BR,NER
ROK,Rohtak Junction,HR,NR
ROL,Rajuli,MH,SECR
ROP,Rupsa Junction,OR,SER
RORA,Rora,UP,NCR
ROS,Rajosi,RJ,NWR
ROU,Rourkela,OR,SER
ROZA,Roza Junction,UP,NR
RPAN,Rangapara North Jn.,,
RPAR,Rupnagar,PB,NR
RPB,Rupasibari,AS,NFR
RPD,Rupaund,MP,SECR
RPGU,Rasulpurgogamau,UP,NCR
RPH,Rampur Hat,WB,ER
RPHR,Raipur Hariyana Junction,HR,NR
RPI,Rupaheli,RJ,NWR
RPJ,Rajpura Junction,PB,NR
RPK,Ravalpalli Kala,AP,SCR
RPL,Reddipalle,AP,SCR
RPLY,Rupauli,BR,ECR
RPM,Royapuram,TN,SR
RPMN,Rampurmani Haran,UP,NR
RPO,Rawatpur,UP,NER
RPP,Ranu Pipri,GJ,WR
RPR,Raghunathpur,BR,ECR
RPRD,Rupra Road,OR,ECoR
RPRL,Raparla Halt,AP,SCR
RPT,Ranippettai,,
RPUR,Ratanpur,BR,ER
RPV,Rajapatti,BR,NER
RPZ,Ranapratapnagar,RJ,NWR
RQJ,Raninagar Jalpaiguri,WB,NFR
RQP,Radhakishorepur,OR,ECoR
RR,Richha Road,UP,NER
RRB,Birur Junction,KA,SWR
RRE,Rahul Road,BR,ECR
RRGA,Rangareddy Guda,AP,SCR
RRI,Rahuri,MH,CR
RRJ,Ramaraju Palli,AP,SCR
RRL,Rewral,MH,SECR
RRME,Ranchi Road,,ECR
RRP,Rairangpur,OR,SER
RRS,Raghuraj Singh,UP,NR
RRU,Rayaru,MP,NCR
RRW,Roranwala,PB,NR
RS,Risia,UP,NER
RSA,Risama,CG,SECR
RSG,Ramsagar,WB,SER
RSH,Ratan Shahr,RJ,NWR
RSI,Raisi,UA,NR
RSJ,Rayser,MP,WCR
RSLR,Rasulpur,WB,ER
RSM,Rasmara,CG,SECR
RSMN,Ramgovindsingh Mahuli Halt,,
RSNA,Rasana,,
RSNR,Rai Singh Nagar,RJ,NWR
RSR,Rasra,UP,NER
RSWT,Ramgarh Shekhawati,RJ,NWR
RSYI,Rasayani,MH,CR
RT,Rohat,RJ,NWR
RTA,Ruthiyai,MP,WCR
RTB,Raja Talab,UP,NER
RTBR,Ratabari,AS,NFR
RTG,Rangtong,WB,NFR
RTGH,Ratangarh Junction,RJ,NWR
RTGN,Ratangaon,MP,WCR
RTI,Raoti,MP,WR
RTJ,Rantej,GJ,WR
RTK,Ramtek,MH,SECR
RTM,Ratlam Junction,MP,WR
RTN,Retang,OR,ECoR
RTP,Ratanpura,UP,NER
RTR,Ramnathpur,UP,NER
RTZ,Ratona,MP,WCR
RU,Renigunta Junction,AP,SCR
RUB,Rasulabad,UP,NCR
RUG,Rajlu Garhi,DL,NR
RUI,Rukni,WB,SER
RUJ,Ranuj,GJ,WR
RUL,Rauli,OR,ECoR
RUM,Rupamau,UP,NR
RUP,Rupahigaon,AS,NFR
RUPC,Rudrapur City,UA,NER
RUPR,Rudrapur Road,,
RUR,Ranpur,GJ,WR
RURA,Rura,UP,NCR
RUSD,Runnisaidpur,BR,ECR
RUT,Ratnal,GJ,WR
RV,Raver,MH,CR
RVD,Ravikampadu,AP,SCR
RVK,Raja Bhat Khawa,WB,NFR
RVKH,Ravindrakhani,AP,SCR
RVT,Revelganj Ghat,BR,NER
RW,Rankua,GJ,WR
RWA,Rautara,BR,NFR
RWH,Rowriah Sdg,AS,NFR
RWJ,Rawania Dungar,RJ,WCR
RWL,Raiwala,UA,NR
RWO,Ranavav,GJ,WR
RWTB,Rowtabagan,,
RXL,Raxaul Junction,BR,ECR
RXM,Rooma,UP,NCR
RXN,Ramsan,GJ,NWR
RXR,Rangapahar,NL,NFR
RXRX,Rangapahar Crossing,NL,NFR
RXW,Ratangarh West,RJ,NWR
RY,Rayaka,GJ,WR
RYC,Rayakkottai,TN,SWR
RYP,Rayanapad,AP,SCR
RYS,Rasuriya,UP,NR
RYT,Rayat Pura,MP,NCR
RZJ,Razaganj,UP,NER
RZN,Rauzagaon,UP,NR
S,Shrirangapatna,KA,SWR
SA,Salem Junction,TN,SR
SAA,Sathiaon,UP,NER
SAB,Santamagulur,AP,SCR
SAC,Sanichara,MP,NCR
SAD,Sonada,WB,NFR
SAE,Simaria,BR,ECR
SAF,Salkhapur,UP,NR
SAG,Sangrur,PB,NR
SAGM,Sagma,MP,WCR
SAGR,Shrirajnagar,UP,NR
SAH,Saphale,MH,WR
SAHA,Sarahula,UP,ECR
SAHI,Sathi,BR,ECR
SAHL,Saheli,MP,CR
SAHP,Sahijpur,GJ,WR
SAHR,Saheri,UP,NER
SAI,Sarai,BR,ECR
SAJH,Sahja Halt,WB,NFR
SAK,Sak Bahadurpur,GJ,WR
SAKA,Simariya Kajanwada,MP,SECR
SAL,Salwa,MH,SECR
SALE,Salar,WB,ER
SALI,Sali,RJ,NWR
SALR,Salur,,
SAMT,Salem Market,TN,SR
SAN,Sandila,UP,NR
SANK,Sank,MP,NCR
SANR,Sardarnagar,UP,NER
SAO,Sagoni,MP,WCR
SAP,Sattenapalle,AP,SCR
SAPE,Sape Wamne,MH,KR
SAPR,Sarangpur Road,GJ,WR
SAPT,Sugapahari,JH,ER
SAR,Shahzad Nagar,UP,NR
SAS,Shivdaspura Padampura,RJ,NWR
SASG,Sasan Gir,GJ,WR
SASN,SAS Nagar Mohali,PB,NR
SASR,Sausar,MP,SECR
SAT,Sant Road,GJ,WR
SAU,Sanand,GJ,WR
SAV,Savda,MH,CR
SAW,Suriawan,UP,NR
SAWN,Sohansra,HR,NWR
SAZ,Samni,GJ,WR
SB,Sarai Bhopat,UP,NCR
SB04,Mana,CG,
SBB,Sahibabad,UP,NR
SBC,Bangalore City Junction,KA,SWR
SBD,Sleemanabad Road,MP,WCR
SBE,Sorbhog Junction,AS,NFR
SBG,Sahibganj Junction,JH,ER
SBGR,Subhas Gram,WB,ER
SBH,Sulebhavi,KA,SWR
SBHN,Shribhavnath,,
SBHR,Subrahmanya Road,KA,SWR
SBI,Sabarmati Junction,GJ,WR
SBJ,Sarai Banjara,PB,NR
SBK,Shahbaz Kuli,UP,NER
SBL,Sabalgarh,MP,NCR
SBLJ,Shri Balaji,RJ,NWR
SBLT,Shri Bhadriya Lathi,RJ,NWR
SBM,Sonbarsa Kacheri,BR,ECR
SBNM,Subarnamrigi,WB,ER
SBNR,Shri Vijainagar,RJ,NWR
SBO,Sabaur,BR,ER
SBP,Sambalpur Junction,OR,ECoR
SBPD,Sambalpur Road,OR,ECoR
SBPY,Sambalpur City,OR,ECoR
SBR,Sambhar Lake,RJ,NWR
SBRA,Sarbahara,CG,SECR
SBS,Sangranasahib,,
SBT,Sabarmati Junction,GJ,WR
SBV,Simri Bakhtiyarpur,BR,ECR
SBW,Shewbabudih,JH,SER
SBY,Solan Brewery,HP,NR
SBZ,Siswa Bazar,UP,NER
SC,Secunderabad Junction,AP,SCR
SCA,Salchapra,AS,NFR
SCC,Sitapur Cantt.,UP,NR
SCE,Senchoa Junction,AS,NFR
SCH,Sachin,GJ,WR
SCI,Sanchi,MP,WCR
SCKR,Salichauka Road,MP,WCR
SCL,Silchar,AS,NFR
SCM,Simhachalam,AP,ECoR
SCMN,Simhachalam North,AP,ECoR
SCN,Sondha Road,MP,NCR
SCO,Satuna,MH,SCR
SCP,Sirnapalli,AP,SCR
SCPD,Suchipind,PB,NR
SCPR,Shyama Charanpur Halt,OR,ECoR
SCQ,Sham Chaurasi,PB,NR
SCT,Sengottai,TN,SR
SCTN,Secbadtwncb,,
SCY,Sachiwalay Halt,BR,ECR
SD,Sidhauli,UP,NER
SDAH,Kolkata Sealdah,WB,ER
SDAM,Sundhiamau,UP,NER
SDB,Shahabad,KA,CR
SDBH,Sindri Block Hut,JH,ECR
SDC,Saidabad,UP,NER
SDD,Sindhawadar,GJ,WR
SDE,Sadisopur,BR,ECR
SDF,Sudsar,RJ,NWR
SDG,Sahadai Buzurg,BR,ECR
SDGH,Sri Dungargarh,RJ,NWR
SDGM,Sardargram,GJ,WR
SDH,Saradhna,RJ,NWR
SDHR,Sandhanidhar,GJ,WR
SDI,Sagardighi,WB,ER
SDL,Shahdol,MP,SECR
SDLE,Swadinpur,WB,ER
SDLK,Sundlak,,
SDLP,Sadulpur Junction,RJ,NWR
SDM,Surareddipalem,AP,SCR
SDMD,Sudamdih,WB,SER
SDMK,Sidmukh,RJ,NWR
SDN,Sholavandan,TN,SR
SDNR,Seydunganallur,TN,SR
SDPN,Sindpan,,
SDPR,Sardar Patel Road,DL,NR
SDRA,Sudharana,HR,NWR
SDRN,Shendurni,MH,CR
SDS,Sadulshahr,RJ,NWR
SDT,Sadat,UP,NER
SDV,Somidevipalle,AP,SCR
SDVL,Soldevanahalli,KA,SWR
SDY,Sadhoo Garh,PB,NR
SDZ,Sindhar,PB,NR
SE,Semla,,
SEB,Son Nagar,BR,ECR
SEC,Salkhiacbo,,
SED,Shedbal,KA,SWR
SEE,Sonpur Junction,BR,ECR
SEG,Shegaon,MH,CR
SEGM,Sevagram Junction,MH,CR
SEH,Sehore,MP,WR
SEI,Shendri,MH,CR
SEJ,Sarkhej,GJ,WR
SEL,Sankrall,WB,SER
SELU,Selu,MH,SCR
SEM,Sedam,KA,SCR
SEN,Senapura,KA,KR
SEO,Seohara,UP,NR
SEP,Sodpur,WB,ER
SEPR,Sherpur,UP,NR
SEQ,Sekha,PB,NR
SER,Samayanallur,TN,SR
SES,Semari,RJ,NWR
SET,Settihally,KA,SWR
SEU,Sendra,RJ,NWR
SEV,Sithalavai,TN,SR
SEW,Sehal,UP,NER
SEX,Seroni Road,MP,NCR
SEY,Seoni,MP,SECR
SF,Settigunta,AP,SCR
SFA,Sanhera Halt,UP,NR
SFC,Saintala,OR,ECoR
SFDE,Safidon,HR,NR
SFE,Sanodiya,RJ,NWR
SFF,Sunera Pirkheri,MP,WCR
SFG,SubedarGanj,UP,NCR
SFH,Safedabad,UP,NR
SFK,Sikir,OR,ECoR
SFM,Sunam,PB,NR
SFNR,Saifinagar Halt,MP,WR
SFPR,Safipur,UP,NR
SFR,Safrai,AS,NFR
SFW,Sarangpur,MP,WCR
SFX,Safilguda,AP,SCR
SFY,Shajapur,MP,WCR
SFZ,Sinduriya Kachari,MP,WCR
SG,Shahgarh,UP,NER
SGA,Shergarh,PB,NWR
SGAM,Sareigram,MP,WCR
SGBA,Sir Gurudas Banerjee Halt,WB,ER
SGBJ,Surgaon Banjari,MP,WCR
SGD,Songadh,GJ,WR
SGDM,Sigadam,AP,ECoR
SGDP,Sagadapata,OR,ECoR
SGE,Sankaridurg,TN,SR
SGF,Sangat,PB,NWR
SGG,SultanGanj,BR,ER
SGJ,SafdarGanj,UP,NR
SGKM,Srungavruksham,AP,SCR
SGL,Sugauli,BR,ECR
SGLA,Sangola,MH,CR
SGLM,Sengulam,TN,SR
SGM,Solgampatti,TN,SR
SGND,Shrigonda Road,MH,CR
SGNR,Shri Ganganagar,RJ,NWR
SGO,Saugor,MP,WCR
SGP,Sohagpur,MP,WCR
SGPA,Sugapahari,JH,ER
SGR,Sangameshwar,MH,KR
SGRA,Sangaria,RJ,NWR
SGRD,Sulgare,CG,SECR
SGRE,Sulgare,MH,CR
SGRL,Singrauli,MP,ECR
SGRM,Singaram,OR,
SGRP,Singhirampur,UP,NER
SGRR,Sangar,JK,NR
SGS,Shoghi,HP,NR
SGUJ,Siliguri Junction,WB,NFR
SGUT,Siliguru Town,WB,NFR
SGV,Sargachhi,WB,ER
SGW,Singwal,RJ,NWR
SGZ,Shamgarh,MP,WCR
SHAD,Shahad,MH,CR
SHAN,Srinivasa Nagar,AP,SCR
SHBA,Sahebtala,WB,ER
SHBC,Sibaichandi,WB,ER
SHBL,Shiblun,WB,ER
SHC,Saharsa Junction,BR,ECR
SHDM,Shahbad Markanda,HR,NR
SHDR,Shadhoragaon,MP,WCR
SHE,Sheoraphuli,WB,ER
SHF,Shirud,MH,CR
SHG,Shahganj Junction,UP,NR
SHGN,Shri Ghasinagar,RJ,NCR
SHH,Shapur Junction,GJ,WR
SHI,Singanallur,TN,SR
SHIV,Shindawane,MH,CR
SHJP,Sahajipur Halt,UP,NR
SHK,Sheikpura,BR,ECR
SHKY,Saharsa Kutchery Halt,BR,ECR
SHLK,Sholaka,HR,NCR
SHLT,Shalashahthana,,
SHLU,Shelu,MH,CR
SHM,Kolkata Shalimar,WB,SER
SHMI,Shiroor,KA,KR
SHN,Suchan Kotli,HR,NWR
SHNG,Shivnagar,UP,NR
SHNR,Shadnagar,AP,SCR
SHNX,Sheo Singh Pura,RJ,NWR
SHR,Sihora Road,MP,WCR
SHRD,Saij Sertha Road,GJ,WR
SHRG,Sri Ramgarh Halt,RJ,NWR
SHRM,Sharma,UP,NR
SHSK,Sahasrakund,MH,SCR
SHTA,Shertallaioa,,
SHTS,Sambhal Hatim Sarai,UP,NR
SHTT,Silghat Town,AS,NFR
SHU,Sholinghur,TN,SR
SHV,Shivani,KA,SWR
SHW,Samhon,KA,NCR
SHX,Shukarullahpur,UP,NER
SHZ,Summer Hill,HP,NR
SI,Sonalli,BR,NFR
SI,Sonalli,BR,NFR
SIC,Sonik,UP,NR
SID,Siddhpur,GJ,WR
SIE,Siddampalli,AP,SCR
SIF,Sirli,MH,SCR
SIHO,Siho,BR,ECR
SII,Sitimani,KA,SWR
SIKD,Sikroda Kwanri,MP,NCR
SIKR,Sikar Junction,RJ,NWR
SIL,Sakhi Gopal,OR,ECoR
SILO,Silao,BR,ECR
SIM,Shri Amirgadh,RJ,NWR
SIN,Mumbai Sion,MH,CR
SINI,Sini Junction,JH,SER
SINR,Sinor,GJ,WR
SIO,Samakhiali,,
SIOB,Samakhiali B G,GJ,WR
SIP,Suraimanpur,UP,NER
SIPA,Singhookharia,JH,SER
SIPR,Sihapar,UP,NER
SIQ,Sarkoni,UP,NR
SIR,Sirhind Junction,PB,NR
SIRA,Sirhi Itara,UP,NCR
SIRD,Sird,RJ,
SIRN,Sirran,,
SIU,Singur,WB,ER
SIW,Shirravde,MH,CR
SIY,Sirry,CG,SECR
SIZ,Shrikhanda,WB,ER
SJA,Sijua,JH,ECR
SJDA,Sanjuje Da Arey,GA,SWR
SJDR,Sri Jhadeshwar Road,OR,ECoR
SJER,Sanjarpur,UP,NER
SJF,Sajanvar Road,GJ,WR
SJGH,Sarai Jagdish,UP,NER
SJGM,Sanjay Gram,WB,NFR
SJJ,Sanjha,BR,ER
SJKL,Surja Kamal,WB,NFR
SJL,Sangam Jagarlamudi,AP,SCR
SJM,Sajuma,AP,NR
SJN,Sanjan,GJ,WR
SJNP,Sujanpur,PB,NR
SJP,Shujalpur,MP,WR
SJPA,Sujalpur,WB,
SJPM,Sujata Puram Halt,KA,SWR
SJPR,Surjyapur,WB,ER
SJQ,Surajpur Road,CG,SECR
SJRR,Sajherpar,WB,NFR
SJS,Shamlaji Road,GJ,NWR
SJSM,Salemgarhmasani,RJ,NWR
SJT,Shujaatpur,UP,NCR
SJTR,Sojitra,GJ,WR
SJV,Sanjhauli Halt,BR,ECR
SJVP,Sanjeevaiah Park,AP,SCR
SK,Sakhun,RJ,NWR
SKA,Sikandra Rao,UP,NER
SKAP,SK Para,TR,NFR
SKB,Shikohabad Junction,UP,NCR
SKBR,Shankarpur Bhadaura,MP,WCR
SKEN,Sukhshena,,
SKF,Sakhoti Tanda,UP,NR
SKG,Saktigarh,WB,ER
SKGH,Saktesgarh,UP,NCR
SKHK,Sukhasan Kothi,BR,ECR
SKI,Sakri Junction,BR,ECR
SKJ,Sahibpur Kamal Junction,BR,ECR
SKK,Sikkal,TN,SR
SKL,Singaperumal Koil,TN,SR
SKLP,Shankarpur,,NER
SKLR,Sakleshpur,KA,SWR
SKM,Singarayakonda,AP,SCR
SKN,Sri Krishna Nagar,UP,NR
SKND,Sukinda Road,OR,ECoR
SKNR,Shakar Nagar,AP,SCR
SKP,Shankarpalli,AP,SCR
SKPA,Shrikalyanpura,,
SKPI,Sikarpai,OR,
SKPT,Somanayakkanpti,TN,SWR
SKQ,Sikandarpur,UP,NCR
SKR,Sakhpur,GJ,WR
SKS,Salekasa,MH,SECR
SKSO,Sikosa,CG,SECR
SKT,Sakti,CG,SECR
SKTN,Shakti Nagar,UP,ECR
SKU,Sikroda,MP,NCR
SKVL,Sankval,GA,SWR
SKW,Sheikhupur,UP,NER
SKX,Sarkara,UA,NER
SKY,Shikara,MP,SECR
SKZR,Sirpur Kagaznagar,AP,SCR
SL,Surathkal,KA,KR
SLB,Salboni,WB,SER
SLD,Sakaldiha,UP,ECR
SLF,Silli,JH,SER
SLG,Simlagarh,WB,ER
SLGE,Sulerjavalge,KA,SWR
SLGH,Shelgaon Halt,MH,SCR
SLGR,Simaluguri Junction,AS,NFR
SLH,Siliari,CG,SECR
SLHA,Salhana,MP,WCR
SLHP,Sulah Himachal Pradesh,HP,NR
SLI,Sangli,MH,CR
SLJ,Sakrigali Junction,JH,ER
SLJR,Salga Jhari,JH,SER
SLKN,Sandal Kalan,DL,NR
SLKR,Salkaroad,CG,SECR
SLKX,Salakati,AS,NFR
SLM,Somalapuram,AP,SWR
SLME,Salem East,TN,SR
SLN,Sultanpur,UP,NR
SLNA,Salauna,BR,ECR
SLO,Samalkot Junction,AP,SCR
SLON,Salona,AS,NFR
SLOR,Seloo Road,MH,CR
SLP,Salpa,MH,CR
SLPM,Shivalingapuram,AP,ECoR
SLPP,Shilpaprabesh,,
SLR,Salogra,HP,NR
SLRD,Surla Road,OR,ECoR
SLRP,Salarpur,UP,NR
SLS,Salanpur,WB,ER
SLT,Silaut,BR,ECR
SLTH,Sillakkudi,TN,SR
SLU,Sasalu,KA,SWR
SLW,Sohwal,UP,NR
SLWR,Silawar,UP,NR
SLX,Selenghat,AS,NFR
SLY,Samalpatti,TN,SR
SLZ,Solari,OR,ECoR
SM,Samsi,WB,NFR
SMAE,Samudra Garh,WB,ER
SMBH,Salim Pur Bihar,BR,ECR
SMBJ,Shri Mahabirji,RJ,WCR
SMBL,Simbhooli,UP,NR
SMBX,Samba,JK,NR
SMC,Samnapur,MP,SECR
SMCK,Shyam Chak,WB,SER
SMCP,Simenchapari,,
SMDM,Samudram,TN,SR
SMDP,Shahabad Mohamadpur,DL,NR
SMDR,Simodara,GJ,WR
SMDT,Semmandappatti,TN,SWR
SME,Shimoga,KA,SWR
SMET,Shimoga Town,KA,SWR
SMF,Samar Gopalpur,HR,NR
SMGR,Samaguri,AS,NFR
SMH,Simraha,BR,NFR
SMI,Sitamarhi,BR,ECR
SMK,Samalkha,HR,NR
SMKR,Sham Kauria,BR,NER
SMKT,Somankatti,KA,SWR
SML,Shimla,HP,NR
SMLA,Samlaya Junction,GJ,WR
SMLG,Shimiliaguda,AP,ECoR
SMLT,Samloti,HP,NR
SMM,Saliyamangalam,TN,SR
SMND,Sarmatanr,JH,ECR
SMNE,Somatne,MH,CR
SMNH,Somnath,GJ,WR
SMNN,Shri Makri Nath Nagar,RJ,NWR
SMO,Semapur,BR,ECR
SMP,Shambhupura,RJ,WR
SMPA,Shampura,RJ,WCR
SMPR,Shri Madhopur,RJ,NWR
SMQL,Shamli,UP,NR
SMR,Samdhari Junction,RJ,NWR
SMRL,Samrala,,
SMRR,Sumreri,MP,WCR
SMSR,Samaswara,MP,SECR
SMT,Salamatpur,MP,WCR
SMTA,Samuktala Road,WB,NFR
SMTG,Saheed Matangini,WB,SER
SMTL,Simariatal,MP,NCR
SMTN,Somthan,MH,CR
SMU,Shambhu,PB,NR
SMV,Sumaoli,MP,NCR
SMWA,Someshwara,KA,SWR
SMX,Simurali,WB,ER
SMZ,Sarai Mir,UP,NER
SN,Sukna,WB,NFR
SNA,Sadanapura,GJ,WR
SNAD,Saniyad,GJ,WR
SNAP,Sona Arjunpur,UP,NR
SNAR,Srinagar Rajasthan,RJ,WCR
SNB,Satnaur Badesron,PB,NR
SNBD,Sunderabad,MP,WR
SNC,Swami Narayan Chhapia,UP,NER
SND,Sondimra,WB,SER
SNDD,Sindhudurg,MH,KR
SNDI,Sendurai,TN,SR
SNDT,Sindri Town,JH,
SNDY,Sandai,UP,NER
SNE,Shenoli,MH,CR
SNF,Sanat Nagar,AP,SCR
SNGN,Sanganer,RJ,NWR
SNGP,Singhpur,MP,SECR
SNGR,Sanganapur,MH,SCR
SNH,Saunshi,KA,SWR
SNHR,Sankhai,GJ,WR
SNI,Sindi,MH,CR
SNIE,Sath Naraini,UP,NCR
SNK,Sindkheda,MH,WR
SNKB,Sonkhamb,MH,CR
SNKE,Sunehti Kharkhari,UP,NR
SNKG,Sankaragummanur Halt,AP,SCR
SNKL,Sankarankovil,TN,SR
SNKR,Sanka,WB,SER
SNKX,Sankra,,SECR
SNL,Sanehwal,PB,NR
SNLR,Santalpur,GJ,WR
SNM,Sitanagaram,AP,ECoR
SNMY,Sindri Marshalling Yard,JH,ECR
SNN,Sonegaon,MH,CR
SNO,Tiruppur Somanur,TN,SR
SNP,Sonipat,HR,NR
SNPR,Singarpur,RJ,NCR
SNQ,Sankarpur,JH,ER
SNR,Shyamnagar,WB,ER
SNRD,Mumbai Sandhurst Road,MH,CR
SNRR,Sansarpur,MP,WCR
SNS,Sasni,UP,NCR
SNSI,Sainagar Shirdi,MH,CR
SNSL,Sonshelu,MH,WR
SNSN,Sonasan,GJ,WR
SNSR,Sanosaranandra,,
SNT,Sainthia,WB,ER
SNTD,Santaldih,WB,SER
SNTH,Sonthaliya,RJ,NWR
SNU,Sangrampur,WB,ER
SNV,Sondad,MH,SECR
SNVR,Sanvatsar,MH,CR
SNX,Saneh Road,UP,NR
SNYN,Soniyana,RJ,NWR
SNZ,Sherganj,UP,NER
SOA,Sanosra,GJ,WR
SOAE,Somra Bazar,WB,ER
SOB,Silanibari,,
SOC,Shillongoa,,
SOD,Sojat Road,RJ,NWR
SOE,Sheopur Kalan,MP,NCR
SOF,Saota,WB,ER
SOG,Suratgarh Junction,RJ,NWR
SOGR,Sogra,OR,SER
SOH,Sirohi Road,RJ,NWR
SOHL,Sohal,PB,NR
SOI,Sonaripur,UP,NER
SOJ,Sarojini Nagar,DL,NR
SOJN,Sihor Gujarat,GJ,WR
SOL,Solan,HP,NR
SOLA,Sovabazar Ahiri,WB,ER
SOM,Somna,UP,NCR
SONH,Seonan Halt,,
SONI,Soni,MP,NCR
SONR,Saoner Junction,MH,SECR
SONW,Sonwarsa Halt,,
SOP,Shiupur,UP,NR
SOPR,Sonma Pranpur,BR,ECR
SOQ,Sompur Road,KA,SWR
SOR,Sonagir,MP,NCR
SORI,Sorai,MP,WCR
SORO,Soro,OR,SER
SOS,Somesar,RJ,NWR
SOT,Shohratgarh,UP,NER
SOU,Supaul,BR,ECR
SOW,Suhsarai,BR,ECR
SOY,Sukrimangela,MP,SECR
SP,Saidapet,TN,SR
SPAM,Senji Panambakkam,TN,SR
SPB,Sonekpur Halt,UP,NR
SPC,Sitapur City,UP,NR
SPD,Supedi,GJ,WR
SPDM,Dumra,MP,NCR
SPDR,Sheoprasadnager,CG,SECR
SPE,Sullurupeta,AP,SR
SPF,Stuartpuram,AP,SCR
SPGL,Sarai Gopal,UP,NR
SPGR,Sampige Road,KA,SWR
SPHL,Shampurhalli,KA,SCR
SPJ,Samastipur Junction,BR,ECR
SPK,Sapekhati,AS,NFR
SPL,Sundaraperumal Kovil,TN,SR
SPLE,Sujnipara,WB,ER
SPN,Shahjehanpur,UP,NR
SPO,Surpura,RJ,NWR
SPP,Shahpur Patoree,BR,ECR
SPPR,Shudnipur,UP,NR
SPQ,Sorupeta,AS,NFR
SPR,Sonarpur Junction,WB,ER
SPRA,Sillipur,RJ,NCR
SPRD,Singapuram Road,OR,ECoR
SPRM,Sitapuram Halt,OR,ECoR
SPS,Shripat Shrikhand,WB,ER
SPSR,Sarpeswar Ph,OR,ECoR
SPT,Sompeta,AP,ECoR
SPTR,Silapathar,,
SPV,Sivapur,KA,SWR
SPX,Sapatgram,AS,NFR
SPY,Sarsonpuri,CG,SECR
SPZ,Sampla,HR,NR
SQD,Sattirakkudi,TN,SR
SQE,Samrla,MH,SCR
SQF,Sukritipur,AS,NFR
SQJ,Saila Khurd,PB,NR
SQK,Shankar,PB,NR
SQL,Sontalai,MP,WCR
SQN,Sarai Kansrai,UP,NR
SQQ,Salagaon,OR,ECoR
SQR,Sultanpur Lodi,PB,NR
SQS,Sigsigi,JH,ECR
SQW,Sidhwalia,BR,NER
SR,Sabli Road,GJ,WR
SRA,Semra,BR,ECR
SRAS,Siras,RJ,NWR
SRB,Sarobag,BR,ER
SRBA,Saragbundia,CG,SECR
SRBR,Surbari,,
SRC,Kolkata Santragachi Junction,WB,SER
SRDR,Sardarshahr,RJ,NWR
SRDW,Shrimad Dwarakapuri,UP,NCR
SRE,Saharanpur,UP,NR
SRF,Sagar Jambagaru,KA,SWR
SRGH,Surajgarh,RJ,NWR
SRGM,Srirangam,TN,SR
SRGP,Saragipali,OR,ECoR
SRGR,Saraygarh,BR,ECR
SRGT,Surendranagar Gate,GJ,WR
SRHA,Sukhparroha,,
SRI,Salmari,BR,NFR
SRID,Shridham,MP,WCR
SRJ,Shankargarh,MP,NCR
SRJM,Sirjam,WB,SER
SRJN,Sirajnagar Halt,WB,ER
SRK,Samrau,RJ,NWR
SRKI,Semarkheri,MP,WCR
SRKN,Sherekan,RJ,NWR
SRL,Sarola,MH,CR
SRM,Sarna,PB,NR
SRMN,Semraon,BR,ECR
SRMP,Sirsi Mukhdumpr,UP,NR
SRMR,ShriRampuram,AP,SCR
SRMT,Sirmuttra,RJ,NCR
SRN,Soron,UP,NER
SRNK,Soron,UP,NER
SRNR,Sriramnagar,AP,SCR
SRNT,Sarnath,UP,NER
SRO,Sirathu,UP,NCR
SRP,Serampore,WB,ER
SRPB,Srirampur Assam,AS,NFR
SRPJ,SwarupGanj,RJ,NWR
SRPM,Siripuram,AP,SCR
SRPR,Sarupsar Junction,RJ,NWR
SRPU,Sripur Halt,WB,NFR
SRR,Shoranur Junction,KL,SR
SRRG,Surergoth,RJ,NWR
SRSI,Sarsi,BR,ECR
SRSL,Sirsala,RJ,NWR
SRT,Satur,TN,SR
SRTE,Soorothee,RJ,NCR
SRTL,Cherthala,KL,SR
SRTN,Sibsagar Town,AS,NFR
SRU,Salempur Junction,UP,NER
SRUR,Sirpur Town,AP,SCR
SRVA,Shirva,,
SRVN,Sravanur,KA,SWR
SRVT,Siruvattur,TN,SR
SRVX,Suravali,GA,KR
SRW,Shri Karanpur,RJ,NWR
SRWN,Saraswatinagar,CG,SECR
SRX,Sura Nussi,PB,NR
SRY,Sirari,BR,ECR
SRZ,Sardargarh,RJ,NWR
SS,Shirsoli,MH,CR
SSA,Sirsa,HR,NWR
SSB,Shakurbasti,DL,NR
SSC,Shahi,UP,NER
SSD,Shamsabad,UP,NER
SSF,Sirsuphal,MH,CR
SSG,Shiu Sagar Road,BR,ECR
SSGJ,Sursaraighat Jhara,MP,WCR
SSI,Shirsai,MH,CR
