station_code,station_name,state,zone
CLN,Kollidam,TN,SR
CLO,Chilo,RJ,NWR
CLR,Castle Rock,KA,SWR
CLT,Kozhikode Main,KL,SR
CLU,Chilakalapudi,AP,SCR
CLVR,Chiluvur,AP,SCR
CLW,Chilwariya,UP,NER
CLX,Chirala,AP,SCR
CM,Campierganj,UP,NER
CMA,Cinnamara,AS,NFR
CMC,Chemancheri,KL,SR
CMDP,Chimidipalli,AP,ECoR
CMJ,Chamarajapuram,KA,SWR
CMK,Chamak,MH,CR
CMMG,Chamunda Marg,HP,NR
CMNR,Chamarajanagar,KA,SWR
CMP,Chromepet,TN,SR
CMR,Chamrola,UP,NCR
CMU,Chau Mahla,RJ,WCR
CMW,Chima Pahad,AP,SCR
CMX,Chamagram,WB,ER
CMY,Chintamani,,
CMZ,Chalama,AP,SCR
CNA,Chanderiya,RJ,WR
CNB,Kanpur Central,UP,NCR
CNBI,Chandari,UP,NCR
CNC,Chinchli,KA,SWR
CND,Chandur,MH,CR
CNDM,Chandi Mandir,CH,NR
CNE,Chandranathpur,AS,NFR
CNF,Chianki,JH,ECR
CNGR,Chengannur,KL,SR
CNH,Chaunrah,UP,NCR
CNHL,Chink Hill,MH,CR
CNI,Chandil Junction,JH,SER
CNJ,Chander Nagar,UP,NR
CNK,Chandok,UP,NR
CNKP,Chanakyapuri,DL,NR
CNL,Chandawal,RJ,NWR
CNN,Chintaman Ganes,MP,WR
CNO,Cancona,GA,KR
CNPI,Chandanpahari,JH,ER
CNPR,Chainpur,,ECR
CNR,Chandar,GA,SWR
CNS,Chuchura,WB,ER
CNT,Contai Road,WB,SER
CNX,Chandauna Halt,BR,ECR
CNY,Kolanalli,,
COA,Kakinada Port,AP,SCR
COAX,Kakinada Port,,
COB,Cooch Behar,WB,NFR
COD,Chhota Gudha,RJ,NWR
COE,Chitrod,GJ,WR
COI,Cheoki,UP,NCR
COL,Coromandel,KA,SWR
COM,Chomun Samod,RJ,NWR
COO,Chhoti Odai,RJ,WCR
COR,Chittaurgarh,RJ,WR
COT,Cuddalore Jn.,,
CPA,Kanpur Anwarganj,UP,NER
CPB,Kanpur Bridge Left Bank,UP,NR
CPBH,Chiraila,BR,ECR
CPD,Chinchpada,MH,WR
CPDR,Chhipadohar,JH,ECR
CPE,Chandiposi,OR,SER
CPH,Champa,CG,SECR
CPJ,Kaptanganj Junction,UP,NER
CPK,Chaparmukh Junction,AS,NFR
CPL,Chakarlapalli,AP,SWR
CPLE,Chinpai,WB,ER
CPN,Champaner Road Junction,GJ,WR
CPP,Chipurupalle,AP,ECoR
CPQ,Chaprakata,AS,NFR
CPR,Chhapra Junction,BR,NER
CPS,Chand Siau,UP,NR
CPT,Channapatna,KA,SWR
CPU,Chopan,UP,ECR
CQA,Cherukara,KL,SR
CQL,Chirakkal,KL,SR
CQR,Champapukur,WB,ER
CQS,Capper Quarry,TN,SR
CRC,Charkhari Road,UP,NCR
CRD,Mumbai Currey Road,MH,CR
CRE,Charghat Piparia,MP,SECR
CRG,Churaman Nagri,RJ,WCR
CRJ,Chittaranjan,WB,ER
CRK,Charkhera,MP,WCR
CRKR,Chaurakheri,RJ,WCR
CRL,Choral,MP,WR
CRLM,Carmelaram,KA,SWR
CRN,Charegaon,MP,SECR
CRND,Choranda Junction,GJ,WR
CROA,Chautara,AS,NFR
CRP,Chandrapura,JH,ECR
CRQ,Charpokhari Halt,BR,ECR
CRR,Karagola Road,BR,ECR
CRU,Chudawa,MH,SCR
CRV,Chureb,UP,NER
CRW,Charaud,HR,NWR
CRWA,Chirawa,RJ,NWR
CRX,Carron,WB,NFR
CRY,Chirayinkeezhu,KL,SR
CS,Kannur South,KL,SR
CSA,Chausa,BR,ECR
CSB,Shivaji Bridge,DL,NR
CSDR,Channasandra,KA,SWR
CSL,Chosla,,
CSM,Cansaulim,GA,SWR
CSMA,Chanasma Junction,GJ,WR
CSN,Chalisgaon Junction,MH,CR
CSR,Chak Sikandar,BR,ECR
CSTM,Mumbai CST,MH,CR
CSZ,Cossimbazar,WB,ER
CT,Chittapur,KA,SCR
CTA,Chitradurg,KA,SWR
CTC,Cuttack,OR,ECoR
CTD,Chhota Udepur,GJ,WR
CTE,Chhitauni,,
CTF,Chitgidda,AP,SCR
CTH,Chikalthan,MH,SCR
CTHR,Chitahra,MP,WCR
CTHT,Chatar Halt,BR,ECR
CTJ,Chhataini,MP,WCR
CTKT,Choti Khatu,RJ,NWR
CTL,Chital,GJ,WR
CTM,Kattangulattur,TN,SR
CTND,Chettinad,TN,SR
CTO,Chittoor,AP,SCR
CTPE,Chandanattop Halt,KL,SR
CTQ,Chetar,JH,ECR
CTR,Chatra,WB,ER
CTRD,Chitrawad,GJ,WR
CTRE,Chitteri,TN,SR
CTRL,Chhatral,GJ,WR
CTS,Chattriput,OR,ECoR
CTT,Chitrasani,GJ,NWR
CTTP,Chitrapur Halt,KA,KR
CTW,Chhintanwala,PB,NR
CTY,Chintaparti,,
CTYL,Chityala,AP,SCR
CTZ,Chauntra Bhater,HP,NR
CU,Chagallu,AP,SCR
CUD,Tiruppappuliyur,TN,SR
CUE,Choupale,MH,WR
CUK,Churk,UP,NCR
CUL,Chuli,,
CUPJ,Cuddalore Port Junction,TN,SR
CUR,Churu,RJ,NWR
CUX,Chaura,BR,ECR
CV,Kaveri,TN,SR
CVB,Cavalry Barracks,AP,SCR
CVD,Chavadipalaiyam,TN,SR
CVJ,Chavaj,GJ,WR
CVP,Kovilpatti,TN,SR
CVR,Chorvad Road,GJ,WR
CVV,Cheruvu Madhavaram,AP,SCR
CW,Chainwa,BR,NER
CWA,Chhindwara Junction,MP,SECR
CWI,Chondi,MH,SCR
CWLE,Chowrigacha,WB,ER
CWN,Charawan,PB,NR
CWR,Chovvara,KL,SR
CX,Chanol,GJ,WR
CXA,Chandsara,UP,NR
CYI,Chhayapuri,GJ,WR
CYN,Cheriyanad,KL,SR
CYR,Charni Road,,
D,Deula,WB,ER
DAA,Datia,MP,NCR
DAB,Dharmabad,MH,SCR
DABN,Dhaban,RJ,NWR
DAC,Dahinsara Junction,GJ,WR
DAD,Devargudda,KA,SWR
DAE,Dahegaon,MH,CR
DAG,Dhang,BR,ECR
DAJ,Duroji,KA,SWR
DAKE,Dakhineswar,WB,ER
DAL,DaliGanj,UP,NER
DAM,Dhamora,UP,NR
DAN,Dhaneta,UP,NR
DAO,Daghora,CG,SECR
DAP,Dagmagpur,UP,NCR
DAPD,Dapodi,MH,CR
DAQ,Daud Khan,UP,NCR
DAR,Danwar,UP,NCR
DARA,Dara,RJ,WCR
DARI,Dhari Junction,GJ,WR
DAS,Dhasa Junction,GJ,WR
DAU,Dagru,PB,NR
DAV,Devalgaon Avchar,MH,SCR
DAVC,Jalalabad DAV College,PB,NR
DAVJ,D.A.V.C.H. Jalandhar,PB,NR
DAVM,Dhanuvachapuram,KL,SR
DAZ,Azadpur,DL,NR
DB,Dabhoi Junction,GJ,WR
DBA,Dabra,MP,NCR
DBB,Dhubri,AS,NFR
DBD,Deoband,UP,NR
DBEC,Devbaloda Charoda,CG,SECR
DBF,Dabpal,CG,
DBG,Darbhanga Junction,BR,ECR
DBHL,Dobhbahali,,
DBI,Dabli Rathan,RJ,NWR
DBKA,Dabka,MP,SCR
DBL,Dodbele,KA,SWR
DBLA,Dabla,RJ,NWR
DBLI,Debrabandhauli Halt,BR,ECR
DBM,Dabolim,GA,SWR
DBN,Dhablan,PB,NR
DBNR,Dibnapur,UP,NER
DBO,Dabhoda,GJ,WR
DBP,Debipur,WB,ER
DBQ,Dhulabari,WB,NFR
DBR,Dabhaura,UP,NCR
DBRG,Dibrugarh,AS,NFR
DBRT,Dibrugarh Town,AS,NFR
DBS,Dobbspet,KA,SWR
DBSI,Dayabasti,DL,NR
DBT,Dakshin Barasat,WB,ER
DBU,Doddaballapur,KA,SWR
DBV,Dabilpur,AP,SCR
DBW,Dubia,,
DBY,Digboi,AS,NFR
DBZ,Dhing Bazar,AS,NFR
DC,Magudanchavadi,TN,SR
DCA,Damchara,AS,NFR
DCK,Dhandhuka,GJ,WR
DCP,Dal Chapra,BR,NER
DCU,Damalcheruvu,AP,SCR
DCX,Dhanichha,BR,ECR
DD,Daund Junction,MH,CR
DDA,Duraundha Junction,BR,NER
DDC,Dum Dum Cantt.,WB,ER
DDCE,Dundi,MP,WCR
DDD,Dhondha Dih,UP,NER
DDE,Dondaicha,MH,WR
DDGA,Dugda,JH,ECR
DDJ,Dum Dum Junction,WB,ER
DDK,Dhindsa,PB,NR
DDL,Dhandari Kalan,PB,NR
DDM,Dam Dim,WB,NFR
DDMT,Darimeta,MH,CR
DDN,Dehradun,UA,NR
DDNA,Dudhaunda,UP,NER
DDNI,Dudhnoi,AS,NFR
DDP,Daudpur,BR,NER
DDR,Mumbai Dadar Western,MH,WR
DDS,Dudhsagar,,
DDU,Pandit Deendayal Upadhyaya Jn.,,
DDV,Dadhdevi,RJ,WCR
DDW,Dudhwa,UP,NER
DDX,Dhamdhamia,JH,ER
DDY,Dudwindi,PB,NR
DE,Delhi MG,,
DEA,Diara,WB,ER
DEB,Debagram,WB,ER
DEC,Delhi Cantt.,DL,NR
DED,Dandeli,,
DEE,Delhi Sarai Rohilla,DL,NR
DEEG,Deeg,RJ,NCR
DEG,Delang,OR,ECoR
DEHR,Dehu Road,MH,CR
DEL,Denduluru,AP,SCR
DELO,Deorakot,UP,NR
DEMU,Demu,JH,ECR
DEO,Deokali,UP,NER
DEOR,Diyodar,GJ,WR
DEOS,Deoria Sadar,UP,NER
DEP,Depalsar,RJ,NWR
DER,Dadri,UP,NCR
DES,Desari,BR,ECR
DEU,Devsana,GJ,WR
DEV,Devarayi,KA,SWR
DEW,Dewalgaon,MH,SECR
DEWA,Dewa,GJ,WR
DFR,Deogan Road,OR,ECoR
DG,Dindigul Junction,TN,SR
DGA,Dighwara,BR,ECR
DGB,Dindu Gopala Puram Halt,AP,ECoR
DGBZ,Dongri Buzurg,MH,SECR
DGD,Dangidhar,MP,WCR
DGDG,Durgada Gate,AP,SCR
DGG,Dongargarh,CG,SECR
DGHA,Digha Flag Station,WB,
DGHR,Deoghar,JH,ER
DGI,Dungri,GJ,WR
DGJ,Dungar Junction,GJ,WR
DGLE,Dhulian Ganga,WB,ER
DGN,Dongargaon,MP,CR
DGNH,Dergaon Halt,,
DGNR,Durganagar,WB,ER
DGO,Durgauti,BR,ECR
DGPP,Dhengli Pimpalgaon,MH,SCR
DGQ,Dugdol,GJ,NWR
DGR,Durgapur,WB,ER
DGS,Dagori,CG,SECR
DGT,Dhulghat,MH,SCR
DGU,Digaru,AS,NFR
DGW,Dhigawara,RJ,NWR
DGX,Dagaon,AS,NFR
DH,Diamond Harbour,WB,ER
DHA,Dheena,UP,ECR
DHAE,Dainhat,WB,ER
DHCA,Dhaca Cantt.,BANG,
DHD,Dahod,GJ,WR
DHE,Dodhi,UP,NER
DHG,Dhrangadhra,GJ,WR
DHH,Dinhata,WB,NFR
DHI,Dhule,MH,CR
DHJ,Dhinoj,GJ,WR
DHK,Dhakuria,WB,ER
DHKR,Dhoda Khedi,HR,NR
DHL,Devanhalli,KA,SWR
DHLI,Dethli,GJ,WR
DHM,Dadhalinam,,
DHMZ,Dhola Mazra,HR,NR
DHN,Dhanbad Junction,JH,ECR
DHNA,Dhachna,BR,NFR
DHND,Dhinda,RJ,NWR
DHNE,Dhone Junction,AP,SCR
DHNL,Dhanala,,
DHNR,Dhanora Deccan,MH,SCR
DHO,Dhaulpur,RJ,NCR
DHP,Dichpalli,AP,SCR
DHPD,Dhapara Dham,WB,ER
DHPR,Dappar,PB,NR
DHQ,Dharakhoh,MP,CR
DHR,Dharnaoda,RJ,WCR
DHRJ,Dhirganj,UP,NR
DHRN,Dhurana,HR,NR
DHRR,Dhirera,RJ,NWR
DHRY,Dhalpukhuri,AS,NFR
DHS,Dhavalas,MH,CR
DHT,Dhamara Ghat,BR,ECR
DHU,Dhubulia,WB,ER
DHVR,Dhanawalawada,,
DHW,Dhariwal,PB,NR
DHY,Dharodi,HR,NR
DI,Dombivli,MH,CR
DIA,Didwana,RJ,NWR
DIB,Dibai,UP,NR
DIBL,Dholi Bhal,GJ,WR
DIC,Dahisar,MH,WR
DIG,Duggirala,AP,SCR
DIH,Dharuadihi,OR,SER
DIL,Dilawarnagar,UP,NR
DING,Ding,HR,NWR
DINR,Divine Nagar,KL,SR
DIP,Dipore,MH,CR
DIPA,Dipa,,
DIQ,Dinagaon,,
DIR,Dhanapur Orissa,OR,ECoR
DISA,Disa,GJ,WR
DIT,Dohrighat,,
DIU,Dhing,AS,NFR
DIVA,Diva,MH,CR
DIW,Dhilwan,PB,NR
DJ,Darjeeling,WB,NFR
DJA,Daotuhaja,AS,NFR
DJD,Didarganj Road,UP,NER
DJG,Duliajan,AS,NFR
DJI,Dhoraji,GJ,WR
DJJ,Daijar,,
DJKR,Dolaji Ka Khera,RJ,NWR
DJL,Dodajala Lake,KA,SWR
DJRZ,To Darjeeling,WB,NFR
DJS,Dhurani Jwas Halt,BR,ECR
DJX,Dungripadi,OR,ECoR
DK,Dakor,,WR
DKAE,Dankuni,WB,ER
DKBJ,Dahar Ka Balaji,RJ,NWR
DKC,Devarkadre,AP,SCR
DKD,Donakonda,AP,SCR
DKDE,Dankaur,UP,NCR
DKDP,Dakshin Durgapur,WB,ER
DKE,Dihakho,AS,NFR
DKI,Dharmkundi,MP,WCR
DKJ,Dornakal Junction,AP,SCR
DKJR,Dhekiajili Road,,
DKLU,Doikallu,OR,ECoR
DKM,Dikom,AS,NFR
DKN,Devangonthi,KA,SWR
DKNT,Dakaniya Talav,RJ,WCR
DKO,Devakottai Road,TN,SR
DKPM,Dekapam,,
DKQ,Dhani Kasar,RJ,WCR
DKRA,Dhuankheri,MP,WCR
DKS,Darekasa,MH,SECR
DKT,Dhulkot,HR,NR
DKU,Dumri Khurd,MH,SECR
DKUR,Dokur,AP,SCR
DKW,Dhanakwada,,
DKWA,Dokwa,RJ,NWR
DKX,Dudhwakhara,RJ,NWR
DKY,Dhoki,MH,CR
DKZ,Delhi KishanGanj,DL,NR
DL,Daladi,GJ,WR
DLB,Daulatabad,MH,SCR
DLC,Dalmera,RJ,NWR
DLCR,Dullabcherra,AS,NFR
DLD,Dalauda,MP,WR
DLDE,Daldali,AS,NFR
DLF,Dalan,BR,NFR
DLGN,Dhalgaon,MH,CR
DLI,Old Delhi,DL,NR
DLJ,Dhola Junction,GJ,WR
DLK,Dalkolha,WB,NFR
DLMH,Dhaulimuhan,OR,ECoR
DLN,Dildarnagar Junction,UP,ECR
DLNA,Dhelana,,
DLO,Dalgaon,WB,NFR
DLP,Dalpatpur,UP,NR
DLPH,Daulatpur Hat,WB,NFR
DLPI,Indrapuri,DL,NR
DLPR,Dayalpur,,
DLPT,Dulakhapatna,OR,ECoR
DLQ,Dalelnagar,UP,NR
DLR,Dullahapur,UP,NER
DLSR,Dalhousie Road,,
DLW,Dilwa,BR,ECR
DLX,Dalimgaon,WB,NFR
DLZ,Dholbaja,BR,NFR
DM,Dimow,,
DMA,Damodar Junction,WB,SER
DMBR,Dumri Bihar,,ECR
DMC,Dhemaji,,
DMCA,Damaracherla,AP,SCR
DMD,Dharmadam,KL,SR
DME,Damnagar,GJ,WR
DMF,Dumerta,OR,SER
DMG,Domingarh,UP,NER
DMGN,Dhamalgaon,AS,NFR
DMH,Dauram Madhepura,BR,ECR
DMJ,Dharmaj,GJ,WR
DMK,Dilmili,CG,ECoR
DML,Dharamtul,AS,NFR
DMLE,Dumurdaha,WB,ER
DMM,Dharmavaram Junction,AP,SCR
DMN,Dhamangaon,MH,CR
DMNJ,Damanjodi,OR,ECoR
DMO,Damoh,MP,WCR
DMP,Dharampur Himachal,HP,NR
DMPR,Dharampur,UP,NR
DMR,Dharmanagar,TR,NFR
DMRT,Dumuriput,OR,
DMRX,Dumri Halt,BR,ECR
DMT,Diguvametta,AP,SCR
DMU,Dhamua,WB,ER
DMV,Dimapur,NL,NFR
DMW,Dalmau Junction,UP,NR
DMYA,Damoy,MP,WCR
DMZ,Dumdangi,WB,NFR
DN,Dhanari,UP,NR
DNA,Degana Junction,RJ,NWR
DNC,Dronachellam Jn.,,
DND,Dandupur,UP,NR
DNDI,Dhondi,MH,SCR
DNDL,Dandi Mal,OR,ECoR
DNE,Dhamni,MH,SCR
DNEA,Danea,,ECR
DNGD,Dungarda,GJ,WR
DNHK,Dhindora Hukmikhera,RJ,WCR
DNHL,Dhaniakhali,WB,ER
DNJ,Daundaj,MH,CR
DNK,Dhanakya,RJ,NWR
DNKL,Dhenkanal,OR,ECoR
DNL,Dhanoli,MH,SECR
DNM,Dhanmandal,OR,ECoR
DNN,Dina Nagar,PB,NR
DNPR,Dhanpura,GJ,WR
DNQ,Dandkhora,BR,NFR
DNR,Danapur,BR,ECR
DNRA,Dhandhera,UA,NR
DNRE,Dhanauri,BR,ER
DNRP,Dungarpur,RJ,NWR
DNT,Dantan,WB,SER
DNUA,Dhansura,GJ,WR
DNV,Donkinavalasa,AP,ECoR
DNW,Dangarwa,GJ,WR
DNWH,Daniyawan Bazar Halt,BR,
DNX,Dhansu,HR,NR
DNZ,Dhanori,MH,CR
DO,Dausa,RJ,NWR
DOA,Doraha,PB,NR
DOB,Dundlodh Mukundgarh,RJ,NWR
DOC,Daun Kalan,PB,NR
DOD,Dhodhar,MP,WR
DODH,Dodh,PB,NR
DOE,Deori,MP,WCR
DOG,Donigal,,
DOGL,Donigal,KA,SWR
DOH,Dhodra Mohar,MP,CR
DOHM,Devgarh Madriya,RJ,NWR
DOK,Dholka,GJ,WR
DOKM,Dokra Halt,JH,ECR
DOKY,Dukheri,HR,NR
DOL,Dholi,BR,ECR
DOLK,Dholikua,GJ,WR
DON,Derawan Halt,JH,SER
DOR,Dundara,RJ,NWR
DORD,Deo Road,BR,
DOS,Dehri On Sone,BR,ECR
DOT,Dhakia Tiwari,UP,NER
DOTL,Deotala,WB,NFR
DOW,Davol,,WR
DOX,Dohna,UP,NER
DOY,Dornahalli,KA,SWR
DOZ,Daurai,RJ,NWR
DPA,Durgapura,RJ,NWR
DPC,Darliput,OR,ECoR
DPD,Dosapadu,AP,SCR
DPDP,Dhapdhapi,WB,ER
DPE,Devarapalli,,SWR
DPF,Dabpal,,
DPH,Dadhapara,CG,SECR
DPI,Doddampatti,TN,SR
DPJ,Dharmapuri,TN,SWR
DPK,Dholipal,RJ,NWR
DPL,Danauli Phulwaria,BR,ECR
DPLN,Diplana,RJ,NWR
DPP,Dhirpur,HR,NR
DPR,Dhampur,UP,NR
DPRA,Dhup Dhara,AS,NFR
DPS,Dangoaposi,JH,SER
DPSR,Dapsaura,UP,NCR
DPU,Diphu,AS,NFR
DPW,Dhapewara,MP,SECR
DPX,Dadpur,BR,ECR
DPZ,Devpura,RJ,NWR
DQG,Dhupguri,WB,NFR
DQL,Dhalaibil,,
DQN,Dhanera,GJ,NWR
DQR,Dabirpura,AP,SCR
DR,Mumbai Dadar Central,MH,CR
DRA,Dularia,MP,WCR
DRB,Debari,RJ,NWR
DRBR,Deoraha Baba Road,,NER
DRD,Dahanu Road,MH,WR
DRE,Dhogri,PB,NR
DRG,Darshannagar,UP,NR
DRGJ,Daraganj,UP,NER
DRGM,Deoragram,MP,WCR
DRGU,Damru Ghutu,WB,SER
DRH,Dharhara,BR,ER
DRHI,Dagarhkeri,MP,WCR
DRI,Dumri Juara,BR,ECR
DRL,Derol,GJ,WR
DRLA,Daurala,UP,NR
DRN,Deoranian,UP,NER
DRO,Daryaogonj,UP,NER
DRPH,Devri P.H.,MP,SECR
DRR,Dharur,AP,SCR
DRS,Dhareshwar,RJ,NWR
DRSN,Dhurwasin,MP,SECR
DRTP,Dasharathpur,BR,ER
DRU,Kadur,KA,SWR
DRV,Darauli,UP,ECR
DRW,Dharewada,GJ,WR
DRWN,Derowan P. Halt,JH,SER
DRZ,Dalli Rajhara,CG,SECR
DS,Dasna,UP,NR
DSA,Shahdara,DL,NR
DSB,Sadar Bazar,DL,NR
DSD,Dosvada,GJ,WR
DSJ,Delhi Safdarjung,DL,NR
DSK,Duskheda,MH,CR
DSL,Deswal,RJ,NWR
DSLP,Deshalpar,,
DSM,Darasuram,TN,SR
DSNB,Darsana Border,BANG,
DSNI,Dausni,UA,NR
DSNR,Dashnagar,WB,SER
DSO,Deshnok,RJ,NWR
DSPN,Deshpran Ph,WB,
DSPT,Danishpet,TN,SR
DSR,Dhansiri,NL,NFR
DSS,Dalsingh Sarai,BR,ECR
DST,Dasampatti,TN,SR
DTAE,Dhatrigram,WB,ER
DTC,Ditokcherra,AS,NFR
DTE,Deulti,WB,SER
DTF,Dantla,RJ,NCR
DTJ,Detroj,GJ,WR
DTL,Darritola Junction,CG,SECR
DTN,Dhamtan Sahib,HR,NR
DTO,DaltonGanj,JH,ECR
DTP,Diviti Palli,AP,SCR
DTQ,Dantarda Kalan,MP,NCR
DTR,Dhamtari,CG,SECR
DTRD,Diyatara Road,RJ,
DTV,Dhutra,OR,SER
DTVL,Dativli,MH,CR
DTW,Datewas,PB,NR
DTX,Dangtal,AS,NFR
DUA,Dhaura,MP,NCR
DUAN,Duan,WB,SER
DUB,Dabtara,UP,NR
DUBH,Dubaha,BR,ECR
DUD,Dudhani,MH,CR
DUH,Dudda,KA,SWR
DUI,Dhuri Junction,PB,NR
DUJ,Dubrajpur,WB,ER
DUK,Dudia,RJ,NWR
DULP,Daulatpur Haryana,HR,NR
DUM,Dhaurmui Jaghna,RJ,WCR
DUMK,Dumka,JH,ER
DUMR,Dumra,BR,ECR
DUN,Duganpur,UP,NR
DUO,Dhaursalar,UP,NER
DUR,Desur,KA,SWR
DURE,Dumraon,BR,ECR
DURG,Durg Junction,CG,SECR
DURP,Durgapuri,MP,NCR
DUS,Dulrasar,,
DUSI,Dusi,AP,ECoR
DUT,Dumduma Town,,
DUU,Dupadu,AP,SCR
DVA,Delvada,GJ,WR
DVD,Duvvada,AP,ECoR
DVG,Davangere,KA,SWR
DVGM,Devgam,,
DVH,Devi Halt,MP,SECR
DVJ,Dilli Dewan Ganj,BR,NFR
DVL,Devlali,MH,CR
DVM,Dhalbhumgarh,JH,SER
DVN,Devthana,MH,SCR
DVR,Doravari Chatram,AP,SR
DVY,Devaliya,GJ,WR
DWA,Dailwara,UP,NCR
DWD,Dhekvad,MH,WR
DWDI,Dighwa Dubauli,BR,NER
DWF,Dudh Sagar Water Falls,KA,SWR
DWG,DewanGanj,MP,WCR
DWI,Dingwahi,UP,NCR
DWJ,Dwarkaganj,UP,NR
DWK,Dwarka,GJ,WR
DWLE,Dhauni,BR,ER
DWM,Darwha Moti Bagh Junction,MH,CR
DWNA,Diwana,HR,NR
DWO,Doiwala,UA,NR
DWP,Dwarapudi,AP,SCR
DWR,Dharwar,KA,SWR
DWT,Dewan Hat,WB,NFR
DWV,Diwan Khavati,MH,KR
DWX,Dewas Junction,MP,WR
DWZ,Dantewara,CG,ECoR
DXD,Digod,RJ,WCR
DXG,Dharangaon,MH,WR
DXH,Duhai,UP,NR
DXK,Dhana Kherli,UP,NCR
DXN,Duddhinagar,UP,ECR
DXR,Digsar,GJ,WR
DY,Dumariya,RJ,WCR
DYD,Daryabad,UP,NR
DYE,Dayanand Nagar,AP,SCR
DYK,Dudhia Khurd,UP,NER
DYP,Daryapur,UP,NR
DYS,Dalapathy Samudram,TN,SR
DYU,Diyuri,UP,NER
DZA,Dasuya,PB,NR
DZB,Dahina Zainabad,HR,NWR
DZK,Durgachak,WB,SER
DZKT,Durga Chak Town,WB,SER
DZP,Darazpur,HR,NR
ED,Erode Junction,TN,SR
EDD,Edduladoddi,AP,SCR
EDN,Edamann,,
EDU,Eriodu,TN,SR
EE,Eluru,AP,SCR
EGT,Egattur Halt,TN,SR
EGU,Iranagallu,KA,SCR
EKC,Ekchari,BR,ER
EKH,Eksari,BR,ECR
EKI,Eklakhi,WB,NFR
EKL,Ekdil,UP,NCR
EKM,Ekambarakuppam,AP,SR
EKMA,Ekma,BR,NER
EKN,Ezhukone,KL,SR
EKR,Ekangarsarai,BR,ECR
EL,Elamanur,TN,SR
ELL,Eraligu,AS,NFR
ELM,Ezhimala,KL,SR
ELP,Achalpur,MH,CR
ELR,Elavur,TN,SR
EM,Ekma,,
EN,Isand,GJ,WR
ENB,Ellenabad,RJ,NWR
ENR,Ennore,TN,SR
EPR,Mumbai Elphinstone Road,MH,WR
ER08,Kalinagar,WB,ER
ERC,Erich Road,UP,NCR
ERL,Eraniel,TN,SR
ERN,Ernakulam Town (North),KL,SR
ERS,Ernakulam Junction (South),KL,SR
ESV,Isivi,AP,SCR
ET,Itarsi Junction,MP,WCR
ETAH,Etah,UP,NCR
ETK,Edakkad,KL,SR
ETM,Ettumanur,KL,SR
ETMD,Ettimadai,TN,SR
ETP,Ettapur Road,TN,SR
ETR,Elattur,KL,SR
ETUE,Etmadpur,UP,NCR
ETW,Etawah,UP,NCR
EVA,Edavai,KL,SR
EZP,Ezhuppunna,KL,SR
FA,Falna,RJ,NWR
FAN,Fatehnagar,RJ,NWR
FAP,Fakharpur Halt,UP,NR
FAR,Farah,UP,NCR
FBD,Farrukhabad,UP,NER
FBG,Forbesganj,BR,NFR
FD,Faizabad Junction,UP,NR
FDB,Faridabad,HR,NR
FDK,Faridkot,PB,NR
FDN,Faridabad New Town,HR,NR
FGR,Fatehgarh,UP,NER
FGSB,Fatehgarh Sahib,PB,NR
FHT,Farah Town,UP,NCR
FK,Ferok,KL,SR
FKA,Fazilka,PB,NR
FKB,Fakhrabad,AP,SCR
FKD,Farrukhabad,,
FKG,Furkating Junction,AS,NFR
FKK,Farakka,,
FKM,Fakiragram Junction,AS,NFR
FL,Phulera Junction,RJ,NWR
FLD,Phulad,RJ,NWR
FLK,Falakata,WB,NFR
FLM,Falimari,WB,NFR
FLR,Phuleswar,WB,SER
FLU,Phulia,WB,ER
FM,Falaknuma,AP,SCR
FN,Farukhnagar,HR,NR
FNB,Fatehnagar Bridge,AP,SCR
FNO,Fungo Halt,BR,ECR
FPS,Fatehpur Shekhawati,RJ,NWR
FRD,Farhedi,UP,NR
FRDH,Faridaha Halt,UP,NER
FRH,Farhatnagar,UP,NR
FSG,Phursungi,MH,CR
FSP,Fateh Singhpura,RJ,WCR
FSR,Faqarsar,PB,NR
FSW,Fateh Singhwala,RJ,NWR
FTC,Fatehpur Chursi,UP,NR
FTD,Fatehabad Chowk Junction,MP,WR
FTG,FursatGanj,UP,NR
FTH,Fatuhi,RJ,NR
FTP,Fatehpur,UP,NCR
FTS,Fatehpur Sikri,UP,NCR
FUT,Fatwa,BR,ECR
FYZ,Faizullapur,UP,NCR
FZD,Firozabad,UP,NCR
FZL,Fazalpur,UP,NR
FZP,Firozpur City,PB,NR
FZR,Firozpur Cantt.,PB,NR
G,Gondia Junction,MH,SECR
GA,Gudha,RJ,NWR
GAA,Galan,MH,CR
GAD,Gevra Road,CG,SECR
GADH,Goaldih,OR,
GADJ,Jaipur Gandhinagar,RJ,NWR
GADM,Ganga Dham,UP,NER
GAE,Gaipura,UP,NCR
GAG,Gangaghat,JH,SER
GAGA,Galgalia,,
GAH,Gawnaha,BR,ECR
GAJ,GaneshGanj,MP,WCR
GAJB,Gajara Bahara,MP,WCR
GAJU,Gaju Halt,UP,NR
GAL,Ghatla,RJ,NWR
GALA,Gunadala,AP,SCR
GALE,Gankar,WB,ER
GALG,GoldingGanj,BR,
GAM,Ganjam,OR,ECoR
GAMI,Gogameri,RJ,NWR
GANG,GangaGanj,UP,NR
GANI,Gharni,MH,
GANL,Ghanauli,PB,NR
GAO,Gaigaon,MH,CR
GAP,Gurpa,BR,ECR
GAQ,Ganj Khawaja,UP,ECR
GAR,Gadarwara,MP,WCR
GARA,Garha,BR,ECR
